species,genus,order,suborder,family,subfamily,major_clade,outgroup,subgenus
Odontosoria_guatemalensis,Odontosoria,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Odontosoria_fumarioides,Odontosoria,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Odontosoria_jenmanii,Odontosoria,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Odontosoria_flexuosa,Odontosoria,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Odontosoria_wrightiana,Odontosoria,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Odontosoria_chinensis,Odontosoria,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Odontosoria_scandens,Odontosoria,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Odontosoria_gracilis,Odontosoria,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Odontosoria_minutula,Odontosoria,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Odontosoria_afra,Odontosoria,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Odontosoria_africana,Odontosoria,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Odontosoria_biflora,Odontosoria,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Odontosoria_intermedia,Odontosoria,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Odontosoria_alutacea,Odontosoria,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Odontosoria_angustifolia,Odontosoria,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Odontosoria_deltoidea,Odontosoria,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Odontosoria_retusa,Odontosoria,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Odontosoria_melleri,Odontosoria,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Nesolindsaea_kirkii,Nesolindsaea,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Nesolindsaea_caudata,Nesolindsaea,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Tapeinidium_luzonicum,Tapeinidium,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Tapeinidium_gracile,Tapeinidium,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Tapeinidium_denhami,Tapeinidium,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Tapeinidium_novoguineense,Tapeinidium,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Tapeinidium_longipinnulum,Tapeinidium,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Tapeinidium_moluccanum,Tapeinidium,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Tapeinidium_melanesicum,Tapeinidium,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Tapeinidium_calomelanos,Tapeinidium,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Tapeinidium_carolinense,Tapeinidium,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Tapeinidium_pinnatum,Tapeinidium,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Tapeinidium_moorei,Tapeinidium,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Osmolindsaea_odorata,Osmolindsaea,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Osmolindsaea_minor,Osmolindsaea,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Osmolindsaea_japonica,Osmolindsaea,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Osmolindsaea_latisquama,Osmolindsaea,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Osmolindsaea_leptolepida,Osmolindsaea,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Sphenomeris_clavata,Sphenomeris,Polypodiales,Lindsaeineae,Lindsaeaceae,NA,Lindsaeineae,FALSE,NA
Lonchitis_occidentalis,Lonchitis,Polypodiales,Lindsaeineae,Lonchitidaceae,NA,Lindsaeineae,FALSE,NA
Lonchitis_hirsuta,Lonchitis,Polypodiales,Lindsaeineae,Lonchitidaceae,NA,Lindsaeineae,FALSE,NA
Lonchitis_mannii,Lonchitis,Polypodiales,Lindsaeineae,Lonchitidaceae,NA,Lindsaeineae,FALSE,NA
Cystodium_sorbifolium,Cystodium,Polypodiales,Lindsaeineae,Cystodiaceae,NA,Lindsaeineae,FALSE,NA
Saccoloma_inaequale,Saccoloma,Polypodiales,Saccolomatineae,Saccolomataceae,NA,Saccolomatineae,FALSE,NA
Saccoloma_elegans,Saccoloma,Polypodiales,Saccolomatineae,Saccolomataceae,NA,Saccolomatineae,FALSE,NA
Saccoloma_domingense,Saccoloma,Polypodiales,Saccolomatineae,Saccolomataceae,NA,Saccolomatineae,FALSE,NA
Saccoloma_brasiliense,Saccoloma,Polypodiales,Saccolomatineae,Saccolomataceae,NA,Saccolomatineae,FALSE,NA
Saccoloma_nigrescens,Saccoloma,Polypodiales,Saccolomatineae,Saccolomataceae,NA,Saccolomatineae,FALSE,NA
Orthiopteris_campylura,Orthiopteris,Polypodiales,Saccolomatineae,Saccolomataceae,NA,Saccolomatineae,FALSE,NA
Orthiopteris_ferulacea,Orthiopteris,Polypodiales,Saccolomatineae,Saccolomataceae,NA,Saccolomatineae,FALSE,NA
Adiantopsis_alata,Adiantopsis,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Adiantopsis_radiata,Adiantopsis,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Adiantopsis_aurea,Adiantopsis,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Adiantopsis_timida,Adiantopsis,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Adiantopsis_propinqua,Adiantopsis,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Adiantopsis_dactylifera,Adiantopsis,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Adiantopsis_trifurcata,Adiantopsis,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Adiantopsis_lindigii,Adiantopsis,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Adiantopsis_ternata,Adiantopsis,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Adiantopsis_australopedata,Adiantopsis,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Adiantopsis_perfasciculata,Adiantopsis,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Adiantopsis_chlorophylla,Adiantopsis,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Adiantopsis_parvisegmenta,Adiantopsis,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Adiantopsis_vincentii,Adiantopsis,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Adiantopsis_pedata,Adiantopsis,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Adiantopsis_reesii,Adiantopsis,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Adiantopsis_pentagona,Adiantopsis,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Adiantopsis_rupicola,Adiantopsis,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Adiantopsis_seemannii,Adiantopsis,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Adiantopsis_monticola,Adiantopsis,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Adiantopsis_paupercula,Adiantopsis,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Adiantopsis_orbignyana,Adiantopsis,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Adiantopsis_senae,Adiantopsis,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Adiantopsis_dichotoma,Adiantopsis,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Adiantopsis_tweediana,Adiantopsis,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Adiantopsis_regularis,Adiantopsis,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Adiantopsis_flexuosa,Adiantopsis,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Trachypteris_pinnata,Trachypteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_induta,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_multifida,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Pellaea_pteroides,Pellaea,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_namaquensis,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_quadripinnata,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_viridis,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_involuta,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Pellaea_calomelanos,Pellaea,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Notholaena_geraniifolia,Notholaena,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Notholaena_goyazensis,Notholaena,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Notholaena_pohliana,Notholaena,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Doryopteris_sagittifolia,Doryopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Doryopteris_leitei,Doryopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Doryopteris_nobilis,Doryopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Doryopteris_pedata,Doryopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Doryopteris_collina,Doryopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Doryopteris_rediviva,Doryopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Doryopteris_varians,Doryopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Doryopteris_lorentzii,Doryopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Doryopteris_triphylla,Doryopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Doryopteris_pentagona,Doryopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Doryopteris_surinamensis,Doryopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Doryopteris_concolor,Doryopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Doryopteris_kirkii,Doryopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Doryopteris_angelica,Doryopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Doryopteris_decipiens,Doryopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Doryopteris_decora,Doryopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Lytoneuron_acutilobum,Lytoneuron,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Lytoneuron_crenulans,Lytoneuron,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Lytoneuron_lomariaceum,Lytoneuron,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Lytoneuron_itatiaiense,Lytoneuron,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Lytoneuron_feei,Lytoneuron,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Lytoneuron_paradoxum,Lytoneuron,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Lytoneuron_ornithopus,Lytoneuron,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Ormopteris_crenata,Ormopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Ormopteris_cymbiformis,Ormopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Ormopteris_riedelii,Ormopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Ormopteris_gleichenioides,Ormopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Ormopteris_pinnata,Ormopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_leachii,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Pellaea_pectiniformis,Pellaea,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Pellaea_longipilosa,Pellaea,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Pellaea_angulosa,Pellaea,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Pellaea_boivinii,Pellaea,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Pellaea_doniana,Pellaea,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Doryopteris_pedatoides,Doryopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Doryopteris_pilosa,Doryopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Pellaea_dura,Pellaea,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Hemionitis_palmata,Hemionitis,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Hemionitis_levyi,Hemionitis,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Hemionitis_rufa,Hemionitis,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Hemionitis_tomentosa,Hemionitis,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Parahemionitis_arifolia,Parahemionitis,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Mickelopteris_cordata,Mickelopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Notholaena_hassleri,Notholaena,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Aspidotis_carlotta-halliae,Aspidotis,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_arequipensis,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_scariosa,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_squamosa,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_peruviana,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_hieronymi,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_distans,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_lasiophylla,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_sieberi,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_tenuifolia,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_nudiuscula,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_ecuadorensis,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_micropteris,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_fractifera,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_obducta,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_pantanalensis,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_sarmientoi,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_bergiana,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_eckloniana,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_marlothii,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_contracta,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_parviloba,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_depauperata,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_hirta,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_dinteri,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_capensis,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_deltoidea,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_schimperi,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_hastata,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_robusta,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_pentagona,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_mathewsii,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_glutinosa,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_pilosa,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_buchtienii,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Notholaena_fraseri,Notholaena,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_rufopunctata,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Notholaena_hypoleuca,Notholaena,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Pellaea_glauca,Pellaea,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Cheilanthes_poeppigiana,Cheilanthes,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Notholaena_mollis,Notholaena,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Aleuritopteris_argentea,Aleuritopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Aleuritopteris_subargentea,Aleuritopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Aleuritopteris_duclouxii,Aleuritopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Oeosporangium_pauperculum,Oeosporangium,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Oeosporangium_mairei,Oeosporangium,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Oeosporangium_smithii,Oeosporangium,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Oeosporangium_stramineum,Oeosporangium,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Aleuritopteris_farinosa,Aleuritopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Aleuritopteris_bicolor,Aleuritopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Aleuritopteris_krameri,Aleuritopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Aleuritopteris_rufa,Aleuritopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Aleuritopteris_albomarginata,Aleuritopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Aleuritopteris_dubia,Aleuritopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Aleuritopteris_leptolepis,Aleuritopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Aleuritopteris_formosana,Aleuritopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Aleuritopteris_grisea,Aleuritopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Oeosporangium_subvillosum,Oeosporangium,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Oeosporangium_kuhnii,Oeosporangium,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Aleuritopteris_anceps,Aleuritopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Oeosporangium_fragile,Oeosporangium,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Aleuritopteris_chrysophylla,Aleuritopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Aleuritopteris_veitchii,Aleuritopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Oeosporangium_hancockii,Oeosporangium,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Aleuritopteris_rosulata,Aleuritopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Aleuritopteris_squamosa,Aleuritopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Oeosporangium_trichophyllum,Oeosporangium,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Aleuritopteris_grevilleoides,Aleuritopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Aleuritopteris_albofusca,Aleuritopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Aleuritopteris_niphobola,Aleuritopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Oeosporangium_insigne,Oeosporangium,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Oeosporangium_elegans,Oeosporangium,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Oeosporangium_chusanum,Oeosporangium,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Oeosporangium_patulum,Oeosporangium,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Aleuritopteris_scioana,Aleuritopteris,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
Mildella_fallax,Mildella,Polypodiales,Pteridineae,Pteridaceae,Cheilanthoideae,Pteridineae,FALSE,NA
