species,genus,order,suborder,family,subfamily,major_clade,outgroup,subgenus
Acrostichum_danaeifolium,Acrostichum,Polypodiales,Pteridineae,Pteridaceae,Parkerioideae,Pteridineae,FALSE,NA
Actiniopteris_dimorpha,Actiniopteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Actiniopteris_semiflabellata,Actiniopteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Actiniopteris_australis,Actiniopteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Actiniopteris_radiata,Actiniopteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Onychium_cryptogrammoides,Onychium,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Onychium_moupinense,Onychium,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Onychium_japonicum,Onychium,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Onychium_lucidum,Onychium,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Onychium_plumosum,Onychium,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Onychium_siliculosum,Onychium,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Onychium_tenuifrons,Onychium,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Anogramma_leptophylla,Anogramma,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Cerosora_microphylla,Cerosora,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Anogramma_lorentzii,Anogramma,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Cosentinia_vellea,Cosentinia,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pityrogramma_austroamericana,Pityrogramma,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pityrogramma_tartarea,Pityrogramma,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pityrogramma_sulphurea,Pityrogramma,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pityrogramma_ochracea,Pityrogramma,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pityrogramma_calomelanos,Pityrogramma,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pityrogramma_trifoliata,Pityrogramma,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Cerosora_argentea,Cerosora,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Gastoniella_chaerophylla,Gastoniella,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Gastoniella_ascensionis,Gastoniella,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Gastoniella_novogaliciana,Gastoniella,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Jamesonia_alstonii,Jamesonia,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Jamesonia_brasiliensis,Jamesonia,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Jamesonia_rotundifolia,Jamesonia,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Jamesonia_canescens,Jamesonia,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Jamesonia_scammaniae,Jamesonia,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Jamesonia_imbricata,Jamesonia,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Jamesonia_laxa,Jamesonia,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Jamesonia_pulchra,Jamesonia,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Jamesonia_bogotensis,Jamesonia,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Jamesonia_insignis,Jamesonia,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Jamesonia_cheilanthoides,Jamesonia,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Jamesonia_elongata,Jamesonia,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Jamesonia_flexuosa,Jamesonia,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Jamesonia_cuatrecasasii,Jamesonia,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Jamesonia_hispidula,Jamesonia,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Jamesonia_hirsutula,Jamesonia,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Jamesonia_lindigii,Jamesonia,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Jamesonia_hirta,Jamesonia,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Jamesonia_maxonii,Jamesonia,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Jamesonia_blepharum,Jamesonia,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Jamesonia_verticalis,Jamesonia,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Jamesonia_cinnamomea,Jamesonia,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Jamesonia_congesta,Jamesonia,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Jamesonia_longipetiolata,Jamesonia,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Jamesonia_setulosa,Jamesonia,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Jamesonia_peruviana,Jamesonia,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Jamesonia_rufescens,Jamesonia,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Jamesonia_novogranatensis,Jamesonia,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Jamesonia_warscewiczii,Jamesonia,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Jamesonia_goudotii,Jamesonia,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Jamesonia_osteniana,Jamesonia,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pterozonium_brevifrons,Pterozonium,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pterozonium_cyclosorum,Pterozonium,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pterozonium_reniforme,Pterozonium,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Taenitis_interrupta,Taenitis,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Taenitis_blechnoides,Taenitis,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Austrogramme_decipiens,Austrogramme,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Austrogramme_marginata,Austrogramme,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Syngramma_quinata,Syngramma,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Tryonia_schwackeana,Tryonia,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Tryonia_myriophylla,Tryonia,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Tryonia_areniticola,Tryonia,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_actiniopteroides,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_dactylina,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_angustipinna,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_yamatensis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_henryi,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_gallinopes,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_venulosa,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_kidoi,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_pseudosefuricola,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_irregularis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_hillebrandii,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_deltodon,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_hui,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_liboensis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_xiaoyingiae,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_morii,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_pseudopellucida,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_multiaurita,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_esquirolii,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_cretica,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_subesquirolii,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_guangdongensis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_rugosifolia,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_nanlingensis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_multifida,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_ryukyuensis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_umbrosa,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_parkeri,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_stenophylla,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_burtonii,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_commutata,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_similis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_geminata,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_atrovirens,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_mildbraedii,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_usambarensis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_elongatiloba,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_laurea,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_griseoviridis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_ciliaris,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_scabra,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_mutilata,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_pungens,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_dentata,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_incompleta,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_mkomaziensis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_altissima,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_chiapensis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_speciosa,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_hexagona,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_haenkeana,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_podophylla,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_orizabae,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_deflexa,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_muricata,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_exigua,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_stridens,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_decurrens,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_muricatopedata,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_livida,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_navarrensis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_arborea,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_tripartita,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_finotii,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_longipes,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_nevillei,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_buchananii,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_pseudolonchitis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_pallens,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_barklyae,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_macilenta,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_saxatilis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_berteroana,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_comans,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_litoralis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_marquesensis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_microptera,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_tahuataensis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_vieillardii,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_warburgii,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_brasiliensis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_denticulata,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_congesta,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_leptophylla,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_lechleri,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_schwackeana,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_propinqua,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_angustata,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_pearcei,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_splendens,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_amoena,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_pteridioides,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_muricella,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_borneensis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_pellucens,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_schlechteri,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_bella,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_biaurita,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_vaupelii,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_linearis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_argyraea,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_perrottetii,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_giasii,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_setulosocostulata,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_majestica,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_arisanensis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_latipinna,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_wulaiensis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_natiensis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_laurisilvicola,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_fauriei,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_kawabatae,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_boninensis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_minor,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_oshimensis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_yakuinsularis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_aspericaulis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_kiuschiuensis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_satsumana,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_medogensis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_spinescens,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_otaria,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_praetermissa,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_catoptera,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_friesii,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_quadriaurita,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_preussii,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_togoensis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_assamica,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_khasiana,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_griffithii,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_roseolilacina,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_subindivisa,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_hirtula,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_tibetica,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_splendida,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_mucronulata,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_oppositipinnata,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_humbertii,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_keysseri,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_dataensis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_glaucovirens,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_macracantha,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_viridissima,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_reptans,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_subquinata,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_puberula,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_mertensioides,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_dixitii,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_tricolor,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_kathmanduensis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_normalis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_scabririgens,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_scabripes,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_blumeana,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_cadieri,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_grevilleana,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_quadristipitis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
Pteris_langsonensis,Pteris,Polypodiales,Pteridineae,Pteridaceae,Pteridoideae,Pteridineae,FALSE,NA
